country,date,name,type
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Birthday of Sacadura Cabral'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Azores Day'}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Whit Monday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Whit Tuesday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Birthday of José Falcão'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Corpus Christi'}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Portugal Day'}]",Public
PT,N/A,"[{'language': 'EN', 'text': ""St Anthony's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Battle of São Mamede'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St John's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'St Day of Nuno de Santa Maria'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Peter's Day""}, {'language': 'EN', 'text': ""St Peter's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Peter's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Madeira Day'}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Battle of the Côa'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Battle of Salgadela'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Day of Benedict of Nursia'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Birthday of António José de Almeid'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Mary Magdalene's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Christina's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Day of St Thomas of Mira'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Christopher's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St James' Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Lawrence's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Assumption Day'}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Birthday of Couto Jardim'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Roch's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Day of St Bernard of Clairvaux'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Bartholomew's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Conquest of the city from the Moors'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Euphemia's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Matthew's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Day of St Michael the Archangel'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Republic Day'}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Catherine's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""All Saints' Day""}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Martin's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': ""St Andrew's Day""}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Independence Day'}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Immaculate Conception Day'}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Municipal holiday'}]",Optional
PT,N/A,"[{'language': 'EN', 'text': 'Christmas'}]",Public
PT,N/A,"[{'language': 'EN', 'text': 'Boxing Day'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'New Year'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Epiphany'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Saint John the Baptist Day'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Day of the Unification of the Romanian Principalities'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Orthodox Good Friday'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Orthodox Easter Sunday'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Orthodox Easter Monday'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
RO,N/A,"[{'language': 'EN', 'text': ""Children's Day""}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Orthodox Pentecost Sunday'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Orthodox Pentecost Monday'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Independence Day of the Republic of Moldova'}]",Public
RO,N/A,"[{'language': 'EN', 'text': ""Saint Andrew's Day""}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'National Day of Romania'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'First Christmas Day'}]",Public
RO,N/A,"[{'language': 'EN', 'text': 'Second Christmas Day'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Solemnity of Mary, the Holy Mother of God'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Epiphany'}]",Public
SM,N/A,"[{'language': 'EN', 'text': ""Saint Agatha's Day""}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Anniversary of the 1906 Arengo and commemoration of the Militia'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Investiture of the Captains Regent (Heads of State)'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Easter'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Easter Monday'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Corpus Christi'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Anniversary of the Fall of Fascism and Day of Freedom'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Assumption of the Virgin Day'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'San Marino National Holiday / Foundation of the Republic (301 A.D.)'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Investiture of the Captains Regent (Heads of State)'}]",Public
SM,N/A,"[{'language': 'EN', 'text': ""All Saints' Day""}]",Public
SM,N/A,"[{'language': 'EN', 'text': ""All Souls' Day""}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Immaculate Conception'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Christmas Day'}]",Public
SM,N/A,"[{'language': 'EN', 'text': 'Saint Stephen’s Day'}]",Public
RS,N/A,"[{'language': 'EN', 'text': ""New Year's Day""}]",Public
RS,N/A,"[{'language': 'EN', 'text': 'Christmas (Orthodox)'}]",Public
RS,N/A,"[{'language': 'EN', 'text': 'Sovereignty Day'}]",Public
RS,N/A,"[{'language': 'EN', 'text': 'Good Friday (Orthodox)'}]",Public
RS,N/A,"[{'language': 'EN', 'text': 'Easter Saturday (Orthodox)'}]",Public
RS,N/A,"[{'language': 'EN', 'text': 'Easter Sunday (Orthodox)'}]",Public
RS,N/A,"[{'language': 'EN', 'text': 'Easter Monday (Orthodox)'}]",Public
RS,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
RS,N/A,"[{'language': 'EN', 'text': 'Armistice Day'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Day of the Slovak Republic'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Epiphany'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Good Friday'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Easter Monday'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Day of Victory over fascism'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'St. Cyril and Methodius Day'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Slovak National Uprising anniversary'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Day of the Constitution of the Slovak Republic'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Day of Our Lady of the Seven Sorrows'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'All Saints’ Day'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Day of Struggle for Freedom and Democracy'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Christmas Eve'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Christmas Day'}]",Public
SK,N/A,"[{'language': 'EN', 'text': 'Second Christmas Day'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'New Year Holiday'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Prešeren Day'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Easter Sunday'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Easter Monday'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Day of Uprising Against the Occupation'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Whit Sunday'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Statehood Day'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Assumption Day'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Reformation Day'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Day of Remembrance for the Dead'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Christmas Day'}]",Public
SI,N/A,"[{'language': 'EN', 'text': 'Independence and Unity Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Monday after New Year'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Epiphany'}]",Public
ES,N/A,"[{'language': 'ES', 'text': 'Virgen de la Candelaria'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Shrove Tuesday'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Andalusia Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday on the Balearic Islands'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in Melilla'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Monday after San José'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Maundy Thursday'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Good Friday'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Easter Monday'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'End of Ramadan (Eid al-Fitr)'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Monday following Aragon Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in Madrid'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Galician Letters Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday on the Canary Islands'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in Castilla-La Mancha'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Corpus Christi'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in La Rioja '}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in Murcia'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'St Anthony'}]",Public
ES,N/A,"[{'language': 'EN', 'text': ""St John's Day""}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Feast of Sacrifice (Eid al-Adha)'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'National Day of Galicia'}]",Public
ES,N/A,"[{'language': 'EN', 'text': ""Saint James' Day""}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Cantabrian Institutions Day'}]",Public
ES,N/A,"[{'language': 'ES', 'text': 'Nuestra Señora de Las Nieves'}]",Public
ES,N/A,"[{'language': 'ES', 'text': 'Nuestra Señora de África'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Assumption of Mary'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in Ceuta'}]",Public
ES,N/A,"[{'language': 'ES', 'text': 'Nuestra Señora del Pino'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in Extremadura'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Asturias Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'National Day of Catalonia'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in Cantabria'}]",Public
ES,N/A,"[{'language': 'ES', 'text': 'Nuestra Señora de Los Volcanes'}]",Public
ES,N/A,"[{'language': 'ES', 'text': 'Nuestra Señora de la Peña'}]",Public
ES,N/A,"[{'language': 'ES', 'text': 'Nuestra Señora de Los Reyes'}]",Public
ES,N/A,"[{'language': 'ES', 'text': 'Nuestra Señora de Guadalupe'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Regional Holiday in Valencia'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Spanish National Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': ""All Saints' Day""}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'San Francisco Javier'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Constitution Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Immaculate Conception'}]",Public
ES,N/A,"[{'language': 'EN', 'text': 'Christmas Day'}]",Public
ES,N/A,"[{'language': 'EN', 'text': ""St Stephen's Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""New Year's Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""Berchtold's Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Epiphany'}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""St Anthony's Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Meinrad Day'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Candlemas'}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""Agathe's day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Establishment of the Republic'}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""St Joseph's Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'St Benedict'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Good Friday'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Easter Monday'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Näfels Ride'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Sechseläuten'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Labour Day'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Saint Sigismund'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Ascension Day'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Pentecost Monday'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Corpus Christi'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Celebration of independence'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Saints Peter and Paul'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Independence Day'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Assumption Day'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Jeûne genevois'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Knabenschiessen'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Angel consecration'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Federal Day of Thanksgiving, Repentance and Prayer'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'St. Mauritius Day'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Saint Nicholas of Flüe Day'}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""St Gallus' Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""All Saints' Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""St Martin's Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Immaculate Conception'}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Christmas'}]",Public
CH,N/A,"[{'language': 'EN', 'text': ""St Stephen's Day""}]",Public
CH,N/A,"[{'language': 'EN', 'text': 'Restoration of the Republic'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Solemnity of Mary, Mother of God'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Epiphany'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Anniversary of the foundation of Vatican City'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Anniversary of the election of Pope Francis'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Saint Joseph'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Maundy Thursday'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Good Friday'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Easter Saturday'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Easter Sunday'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Easter Monday'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Easter Tuesday'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Saint George'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Saint Joseph the Worker'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Saints Peter and Paul'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Vigil of the Assumption'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Assumption Day'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Saint Stephen of Hungary'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Nativity of Mary'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'All Saints’ Day'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'All Souls’ Day'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Immaculate Conception'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Christmas Eve'}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Christmas Day'}]",Public
VA,N/A,"[{'language': 'EN', 'text': ""New Year's Eve""}]",Public
VA,N/A,"[{'language': 'EN', 'text': ""Saint Stephen's Day""}]",Public
VA,N/A,"[{'language': 'EN', 'text': 'Saint John the Evangelist'}]",Public
