country,date,name,type,subdivision
AD,2022-01-01,Any nou,Public,National
AD,2022-01-06,Reis,Public,National
AD,2022-02-28,Carnaval,Public,National
AD,2022-03-14,Dia de la Constitució,Public,National
AD,2022-04-15,Divendres Sant,Public,National
AD,2022-04-18,Dilluns de Pasqua,Public,National
AD,2022-05-01,Festa del Treball,Public,National
AD,2022-06-06,Dilluns de Pentecosta,Public,National
AD,2022-08-15,Assumpció,Public,National
AD,2022-09-08,Mare de Déu de Meritxell,Public,National
AD,2022-11-01,Tots Sants,Public,National
AD,2022-12-08,Immaculada Concepció,Public,National
AD,2022-12-25,Nadal,Public,National
AD,2022-12-26,Sant Esteve,Public,National
AD,2023-01-01,Any nou,Public,National
AD,2023-01-06,Reis,Public,National
AD,2023-02-20,Carnaval,Public,National
AD,2023-03-14,Dia de la Constitució,Public,National
AD,2023-04-07,Divendres Sant,Public,National
AD,2023-04-10,Dilluns de Pasqua,Public,National
AD,2023-05-01,Festa del Treball,Public,National
AD,2023-05-29,Dilluns de Pentecosta,Public,National
AD,2023-08-15,Assumpció,Public,National
AD,2023-09-08,Mare de Déu de Meritxell,Public,National
AD,2023-11-01,Tots Sants,Public,National
AD,2023-12-08,Immaculada Concepció,Public,National
AD,2023-12-25,Nadal,Public,National
AD,2023-12-26,Sant Esteve,Public,National
AD,2024-01-01,Any nou,Public,National
AD,2024-01-06,Reis,Public,National
AD,2024-02-12,Carnaval,Public,National
AD,2024-03-14,Dia de la Constitució,Public,National
AD,2024-03-29,Divendres Sant,Public,National
AD,2024-04-01,Dilluns de Pasqua,Public,National
AD,2024-05-01,Festa del Treball,Public,National
AD,2024-05-20,Dilluns de Pentecosta,Public,National
AD,2024-08-15,Assumpció,Public,National
AD,2024-09-08,Mare de Déu de Meritxell,Public,National
AD,2024-11-01,Tots Sants,Public,National
AD,2024-12-08,Immaculada Concepció,Public,National
AD,2024-12-25,Nadal,Public,National
AD,2024-12-26,Sant Esteve,Public,National
AD,2021-12-23,Vacances de Nadal,School,National
AD,2022-02-28,Vacances de Carnaval,School,National
AD,2022-04-11,Vacances de Pasqua,School,National
AD,2022-06-02,Vacances de Pentecosta,School,National
AD,2022-07-02,Vacances d'estiu,School,National
AD,2022-10-31,Vacances de Tots Sants,School,National
AD,2022-12-23,Vacances de Nadal,School,National
AD,2023-02-20,Vacances de Carnaval,School,National
AD,2023-04-03,Vacances de Pasqua,School,National
AD,2023-05-29,Vacances de Pentecosta,School,National
AD,2023-07-01,Vacances d'estiu,School,National
AD,2023-10-30,Vacances de Tots Sants,School,National
AD,2023-12-25,Vacances de Nadal,School,National
AD,2024-02-12,Vacances de Carnaval,School,National
AD,2024-03-28,Vacances de Pasqua,School,National
AD,2024-05-20,Vacances de Pentecosta,School,National
AD,2024-06-29,Vacances d'estiu,School,National
AD,2024-10-28,Vacances de Tots Sants,School,National
AD,2024-12-23,Vacances de Nadal,School,National
AL,2022-01-01,Viti i Ri,Public,National
AL,2022-01-03,Viti i Ri,Public,National
AL,2022-03-14,Dita e Verës,Public,National
AL,2022-03-22,Dita e Nevruzit,Public,National
AL,2022-04-17,Pashkët Katolike,Public,National
AL,2022-04-18,Hënen e Pashkët Katolike,Public,National
AL,2022-04-24,Pashkët Ortodokse,Public,National
AL,2022-04-25,Hënen e Pashkët Ortodokse,Public,National
AL,2022-05-01,Dita ndërkombëtare e punonjësve,Public,National
AL,2022-05-02,Dita e Bajramit të Madh,Public,National
AL,2022-07-09,Dita e Kurban Bajramit,Public,National
AL,2022-10-19,Dita e Lumturimit te Nene Terezës,Public,National
AL,2022-11-28,Dita e Flamurit dhe e Pavarësisë,Public,National
AL,2022-11-29,Dita e Çlirimit të Shqipërisë nga pushtuesit nazifashistë,Public,National
AL,2022-12-08,Dita Kombëtare e Rinisë,Public,National
AL,2022-12-26,Krishtlindjet,Public,National
AL,2023-01-01,Viti i Ri,Public,National
AL,2023-01-02,Viti i Ri,Public,National
AL,2023-03-14,Dita e Verës,Public,National
AL,2023-03-22,Dita e Nevruzit,Public,National
AL,2023-04-09,Pashkët Katolike,Public,National
AL,2023-04-10,Hënen e Pashkët Katolike,Public,National
AL,2023-04-16,Pashkët Ortodokse,Public,National
AL,2023-04-17,Hënen e Pashkët Ortodokse,Public,National
AL,2023-04-21,Dita e Bajramit të Madh,Public,National
AL,2023-05-01,Dita ndërkombëtare e punonjësve,Public,National
AL,2023-06-28,Dita e Kurban Bajramit,Public,National
AL,2023-10-19,Dita e Lumturimit te Nene Terezës,Public,National
AL,2023-11-28,Dita e Flamurit dhe e Pavarësisë,Public,National
AL,2023-11-29,Dita e Çlirimit të Shqipërisë nga pushtuesit nazifashistë,Public,National
AL,2023-12-08,Dita Kombëtare e Rinisë,Public,National
AL,2023-12-25,Krishtlindjet,Public,National
AL,2024-01-01,Viti i Ri,Public,National
AL,2024-01-02,Viti i Ri,Public,National
AL,2024-03-14,Dita e Verës,Public,National
AL,2024-03-22,Dita e Nevruzit,Public,National
AL,2024-03-31,Pashkët Katolike,Public,National
AL,2024-04-01,Hënen e Pashkët Katolike,Public,National
AL,2024-04-10,Dita e Bajramit të Madh,Public,National
AL,2024-05-01,Dita ndërkombëtare e punonjësve,Public,National
AL,2024-05-05,Pashkët Ortodokse,Public,National
AL,2024-05-06,Hënen e Pashkët Ortodokse,Public,National
AL,2024-06-16,Dita e Kurban Bajramit,Public,National
AL,2024-10-21,Dita e Lumturimit te Nene Terezës,Public,National
AL,2024-11-28,Dita e Flamurit dhe e Pavarësisë,Public,National
AL,2024-11-29,Dita e Çlirimit të Shqipërisë nga pushtuesit nazifashistë,Public,National
AL,2024-12-09,Dita Kombëtare e Rinisë,Public,National
AL,2024-12-25,Krishtlindjet,Public,National
AL,2021-12-24,Pushimet dimërore,School,National
AL,2022-06-18,Pushimet verore,School,National
AL,2022-12-26,Pushimet dimërore,School,National
AL,2023-04-03,Pushimet e pranveres,School,National
AL,2023-06-15,Pushimet verore,School,National
AL,2023-12-26,Pushimet dimërore,School,National
AL,2024-04-01,Pushimet e pranveres,School,National
AL,2024-06-14,Pushimet verore,School,National
AL,2024-12-23,Pushimet dimërore,School,National
AT,2022-01-01,Neujahr,Public,National
AT,2022-01-06,Heilige drei Könige,Public,National
AT,2022-04-18,Ostermontag,Public,National
AT,2022-05-01,Staatsfeiertag,Public,National
AT,2022-05-26,Christi Himmelfahrt,Public,National
AT,2022-06-06,Pfingstmontag,Public,National
AT,2022-06-16,Fronleichnam,Public,National
AT,2022-08-15,Mariä Himmelfahrt,Public,National
AT,2022-10-26,Nationalfeiertag,Public,National
AT,2022-11-01,Allerheiligen,Public,National
AT,2022-12-08,Mariä Empfängnis,Public,National
AT,2022-12-25,Christtag,Public,National
AT,2022-12-26,Stefanitag,Public,National
AT,2023-01-01,Neujahr,Public,National
AT,2023-01-06,Heilige drei Könige,Public,National
AT,2023-04-10,Ostermontag,Public,National
AT,2023-05-01,Staatsfeiertag,Public,National
AT,2023-05-18,Christi Himmelfahrt,Public,National
AT,2023-05-29,Pfingstmontag,Public,National
AT,2023-06-08,Fronleichnam,Public,National
AT,2023-08-15,Mariä Himmelfahrt,Public,National
AT,2023-10-26,Nationalfeiertag,Public,National
AT,2023-11-01,Allerheiligen,Public,National
AT,2023-12-08,Mariä Empfängnis,Public,National
AT,2023-12-25,Christtag,Public,National
AT,2023-12-26,Stefanitag,Public,National
AT,2024-01-01,Neujahr,Public,National
AT,2024-01-06,Heilige drei Könige,Public,National
AT,2024-04-01,Ostermontag,Public,National
AT,2024-05-01,Staatsfeiertag,Public,National
AT,2024-05-09,Christi Himmelfahrt,Public,National
AT,2024-05-20,Pfingstmontag,Public,National
AT,2024-05-30,Fronleichnam,Public,National
AT,2024-08-15,Mariä Himmelfahrt,Public,National
AT,2024-10-26,Nationalfeiertag,Public,National
AT,2024-11-01,Allerheiligen,Public,National
AT,2024-12-08,Mariä Empfängnis,Public,National
AT,2024-12-25,Christtag,Public,National
AT,2024-12-26,Stefanitag,Public,National
AT,2021-12-24,Weihnachtsferien,School,National
AT,2022-02-07,Semesterferien,School,WI
AT,2022-02-14,Semesterferien,School,KÄ
AT,2022-02-21,Semesterferien,School,SM
AT,2022-03-19,St. Josef,School,KÄ
AT,2022-04-09,Osterferien,School,National
AT,2022-05-04,St. Florian,School,OÖ
AT,2022-06-04,Pfingstferien,School,National
AT,2022-07-02,Sommerferien,School,BL
AT,2022-07-09,Sommerferien,School,KÄ
AT,2022-09-24,St. Rupert,School,SB
AT,2022-10-27,Herbstferien,School,National
AT,2022-11-02,Allerseelen,School,National
AT,2022-11-11,St. Martin,School,BL
AT,2022-11-15,St. Leopold,School,WI
AT,2022-12-24,Weihnachtsferien,School,National
AT,2023-02-06,Semesterferien,School,WI
AT,2023-02-13,Semesterferien,School,KÄ
AT,2023-02-20,Semesterferien,School,SM
AT,2023-03-19,St. Josef,School,KÄ
AT,2023-04-01,Osterferien,School,National
AT,2023-05-04,St. Florian,School,OÖ
AT,2023-05-27,Pfingstferien,School,National
AT,2023-07-01,Sommerferien,School,BL
AT,2023-07-08,Sommerferien,School,KÄ
AT,2023-09-24,St. Rupert,School,SB
AT,2023-10-27,Herbstferien,School,National
AT,2023-11-02,Allerseelen,School,National
AT,2023-11-11,St. Martin,School,BL
AT,2023-11-15,St. Leopold,School,WI
AT,2023-12-23,Weihnachtsferien,School,National
AT,2024-02-05,Semesterferien,School,VA
AT,2024-02-12,Semesterferien,School,KÄ
AT,2024-02-19,Semesterferien,School,SM
AT,2024-03-19,St. Josef,School,KÄ
AT,2024-03-23,Osterferien,School,National
AT,2024-05-04,St. Florian,School,OÖ
AT,2024-05-18,Pfingstferien,School,National
AT,2024-06-29,Sommerferien,School,BL
AT,2024-07-06,Sommerferien,School,KÄ
AT,2024-09-24,St. Rupert,School,SB
AT,2024-10-27,Herbstferien,School,National
AT,2024-11-02,Allerseelen,School,National
AT,2024-11-11,St. Martin,School,BL
AT,2024-11-15,St. Leopold,School,WI
AT,2024-12-24,Weihnachtsferien,School,National
BE,2022-01-01,Jour de l'an,Public,National
BE,2022-04-17,Pâques,Public,National
BE,2022-04-18,Lundi de Pâques,Public,National
BE,2022-05-01,Fête du Travail,Public,National
BE,2022-05-26,Ascension,Public,National
BE,2022-06-05,Pentecôte,Public,National
BE,2022-06-06,Lundi de Pentecôte,Public,National
BE,2022-07-21,Fête nationale,Public,National
BE,2022-08-15,Assomption,Public,National
BE,2022-11-01,Toussaint,Public,National
BE,2022-11-11,Armistice de 1918,Public,National
BE,2022-12-25,Noël,Public,National
BE,2023-01-01,Jour de l'an,Public,National
BE,2023-04-09,Pâques,Public,National
BE,2023-04-10,Lundi de Pâques,Public,National
BE,2023-05-01,Fête du Travail,Public,National
BE,2023-05-18,Ascension,Public,National
BE,2023-05-28,Pentecôte,Public,National
BE,2023-05-29,Lundi de Pentecôte,Public,National
BE,2023-07-21,Fête nationale,Public,National
BE,2023-08-15,Assomption,Public,National
BE,2023-11-01,Toussaint,Public,National
BE,2023-11-11,Armistice de 1918,Public,National
BE,2023-12-25,Noël,Public,National
BE,2024-01-01,Jour de l'an,Public,National
BE,2024-03-31,Pâques,Public,National
BE,2024-04-01,Lundi de Pâques,Public,National
BE,2024-05-01,Fête du Travail,Public,National
BE,2024-05-09,Ascension,Public,National
BE,2024-05-19,Pentecôte,Public,National
BE,2024-05-20,Lundi de Pentecôte,Public,National
BE,2024-07-21,Fête nationale,Public,National
BE,2024-08-15,Assomption,Public,National
BE,2024-11-01,Toussaint,Public,National
BE,2024-11-11,Armistice de 1918,Public,National
BE,2024-12-25,Noël,Public,National
BE,2021-12-24,Kerstvakantie,School,National
BE,2021-12-27,Weihnachtsferien,School,DE
BE,2021-12-27,Vacances d'hiver (Noël),School,FR
BE,2022-02-28,Krokusvakantie,School,National
BE,2022-02-28,Congé de détente (Carnaval),School,FR
BE,2022-02-28,Karnevalsferien,School,DE
BE,2022-04-04,Osterferien,School,DE
BE,2022-04-04,Vacances de printemps (Pâques),School,FR
BE,2022-04-04,Paasvakantie,School,National
BE,2022-07-01,Sommerferien,School,DE
BE,2022-07-01,Zomervakantie,School,National
BE,2022-07-01,Vacances d'été,School,FR
BE,2022-09-27,Fête de la Communauté française,School,FR
BE,2022-10-24,Congé d'automne (Toussaint),School,FR
BE,2022-10-31,Allerheiligenferien,School,DE
BE,2022-10-31,Herfstvakantie,School,National
BE,2022-11-15,Tag der Deutschsprachigen Gemeinschaft,School,DE
BE,2022-12-26,Kerstvakantie,School,National
BE,2022-12-26,Weihnachtsferien,School,DE
BE,2022-12-26,Vacances d'hiver (Noël),School,FR
BE,2023-02-20,Congé de détente (Carnaval),School,FR
BE,2023-02-20,Karnevalsferien,School,DE
BE,2023-02-20,Krokusvakantie,School,National
BE,2023-04-03,Paasvakantie,School,National
BE,2023-04-03,Osterferien,School,DE
BE,2023-05-01,Vacances de printemps (Pâques),School,FR
BE,2023-07-01,Zomervakantie,School,National
BE,2023-07-01,Sommerferien,School,DE
BE,2023-07-08,Vacances d'été,School,FR
BE,2023-09-27,Fête de la Communauté française,School,FR
BE,2023-10-23,Congé d'automne (Toussaint),School,FR
BE,2023-10-30,Herfstvakantie,School,National
BE,2023-10-30,Allerheiligenferien,School,DE
BE,2023-11-15,Tag der Deutschsprachigen Gemeinschaft,School,DE
BE,2023-12-25,Kerstvakantie,School,National
BE,2023-12-25,Weihnachtsferien,School,DE
BE,2023-12-25,Vacances d'hiver (Noël),School,FR
BE,2024-02-12,Karnevalsferien,School,DE
BE,2024-02-12,Krokusvakantie,School,National
BE,2024-02-26,Congé de détente (Carnaval),School,FR
BE,2024-04-01,Osterferien,School,DE
BE,2024-04-01,Paasvakantie,School,National
BE,2024-04-29,Vacances de printemps (Pâques),School,FR
BE,2024-06-29,Sommerferien,School,DE
BE,2024-07-01,Zomervakantie,School,National
BE,2024-07-06,Vacances d'été,School,FR
BE,2024-09-27,Fête de la Communauté française,School,FR
BE,2024-10-21,Congé d'automne (Toussaint),School,FR
BE,2024-10-28,Herfstvakantie,School,National
BE,2024-10-28,Allerheiligenferien,School,DE
BE,2024-11-15,Tag der Deutschsprachigen Gemeinschaft,School,DE
BE,2024-12-23,Kerstvakantie,School,National
BE,2024-12-23,Weihnachtsferien,School,DE
BE,2024-12-23,Vacances d'hiver (Noël),School,FR
BG,2022-01-01,Нова година,Public,National
BG,2022-03-03,Ден на Освобождението на България от османско иго,Public,National
BG,2022-04-22,Разпети петък,Public,National
BG,2022-04-23,Велика събота,Public,National
BG,2022-04-24,Великден,Public,National
BG,2022-04-25,Велики понеделник,Public,National
BG,2022-05-01,Ден на труда,Public,National
BG,2022-05-06,Гергьовден,Public,National
BG,2022-05-24,Ден на Българската просвета и култура и на славянската писменост,Public,National
BG,2022-09-06,Ден на Съединението,Public,National
BG,2022-09-22,Ден на независимостта на България,Public,National
BG,2022-11-01,Ден на народните будители,Public,National
BG,2022-12-24,Бъдни вечер,Public,National
BG,2022-12-25,Рождество Христово,Public,National
BG,2022-12-26,Рождество Христово,Public,National
BG,2023-01-01,Нова година,Public,National
BG,2023-03-03,Ден на Освобождението на България от османско иго,Public,National
BG,2023-04-14,Разпети петък,Public,National
BG,2023-04-15,Велика събота,Public,National
BG,2023-04-16,Великден,Public,National
BG,2023-04-17,Велики понеделник,Public,National
BG,2023-05-01,Ден на труда,Public,National
BG,2023-05-06,Гергьовден,Public,National
BG,2023-05-24,Ден на Българската просвета и култура и на славянската писменост,Public,National
BG,2023-09-06,Ден на Съединението,Public,National
BG,2023-09-22,Ден на независимостта на България,Public,National
BG,2023-11-01,Ден на народните будители,Public,National
BG,2023-12-24,Бъдни вечер,Public,National
BG,2023-12-25,Рождество Христово,Public,National
BG,2023-12-26,Рождество Христово,Public,National
BG,2024-01-01,Нова година,Public,National
BG,2024-03-03,Ден на Освобождението на България от османско иго,Public,National
BG,2024-05-01,Ден на труда,Public,National
BG,2024-05-03,Разпети петък,Public,National
BG,2024-05-04,Велика събота,Public,National
BG,2024-05-05,Великден,Public,National
BG,2024-05-06,Гергьовден,Public,National
BG,2024-05-06,Велики понеделник,Public,National
BG,2024-05-24,Ден на Българската просвета и култура и на славянската писменост,Public,National
BG,2024-09-06,Ден на Съединението,Public,National
BG,2024-09-22,Ден на независимостта на България,Public,National
BG,2024-11-01,Ден на народните будители,Public,National
BG,2024-12-24,Бъдни вечер,Public,National
BG,2024-12-25,Рождество Христово,Public,National
BG,2024-12-26,Рождество Христово,Public,National
BG,2021-12-24,Коледна ваканция,School,National
BG,2022-01-31,Свободен от училище,School,National
BG,2022-02-01,Междусрочна ваканция,School,National
BG,2022-02-02,Свободен от училище,School,National
BG,2022-04-01,Пролетна ваканция,School,National
BG,2022-04-07,Пролетна ваканция,School,National
BG,2022-06-01,Лятна ваканция,School,National
BG,2022-06-16,Лятна ваканция,School,National
BG,2022-07-01,Лятна ваканция,School,National
BG,2022-07-01,Лятна ваканция,School,National
BG,2022-10-29,Есенна ваканция,School,National
BG,2022-12-24,Коледна ваканция,School,National
BG,2023-02-01,Междусрочна ваканция,School,National
BG,2023-04-08,Пролетна ваканция,School,National
BG,2023-04-12,Пролетна ваканция,School,National
BG,2023-05-17,Лятна ваканция,School,National
BG,2023-06-01,Лятна ваканция,School,National
BG,2023-06-16,Лятна ваканция,School,National
BG,2023-07-01,Лятна ваканция,School,National
BG,2023-07-01,Лятна ваканция,School,National
BG,2023-11-01,Есенна ваканция,School,National
BG,2023-12-23,Коледна ваканция,School,National
BG,2024-02-03,Междусрочна ваканция,School,National
BG,2024-03-30,Пролетна ваканция,School,National
BG,2024-04-05,Пролетна ваканция,School,National
BG,2024-05-14,Лятна ваканция,School,National
BG,2024-05-30,Лятна ваканция,School,National
BG,2024-06-15,Лятна ваканция,School,National
BG,2024-06-29,Лятна ваканция,School,National
BG,2024-06-29,Лятна ваканция,School,National
BY,2022-01-01,Новы год,Public,National
BY,2022-01-07,Праваслаўнае Раство,Public,National
BY,2022-03-08,Дзень жанчын,Public,National
BY,2022-05-01,Свята працы,Public,National
BY,2022-05-09,Дзень Перамогі,Public,National
BY,2022-05-14,Радаўніца,Public,National
BY,2022-07-03,Дзень Рэспублікі,Public,National
BY,2022-11-07,Дзень Кастрычніцкай рэвалюцыі,Public,National
BY,2022-12-25,Каталіцкае Раство,Public,National
BY,2023-01-01,Новы год,Public,National
BY,2023-01-07,Праваслаўнае Раство,Public,National
BY,2023-03-08,Дзень жанчын,Public,National
BY,2023-05-01,Свята працы,Public,National
BY,2023-05-09,Дзень Перамогі,Public,National
BY,2023-05-14,Радаўніца,Public,National
BY,2023-07-03,Дзень Рэспублікі,Public,National
BY,2023-11-07,Дзень Кастрычніцкай рэвалюцыі,Public,National
BY,2023-12-25,Каталіцкае Раство,Public,National
BY,2024-01-01,Новы год,Public,National
BY,2024-01-07,Праваслаўнае Раство,Public,National
BY,2024-03-08,Дзень жанчын,Public,National
BY,2024-05-01,Свята працы,Public,National
BY,2024-05-09,Дзень Перамогі,Public,National
BY,2024-05-14,Радаўніца,Public,National
BY,2024-07-03,Дзень Рэспублікі,Public,National
BY,2024-11-07,Дзень Кастрычніцкай рэвалюцыі,Public,National
BY,2024-12-25,Каталіцкае Раство,Public,National
BY,2021-12-25,Зімовыя вакацыі,School,National
BY,2022-03-27,Вясновыя вакацыі,School,National
BY,2022-06-01,Летнія вакацыі,School,National
BY,2022-10-30,Восеньскія вакацыі,School,National
BY,2022-12-25,Зімовыя вакацыі,School,National
BY,2023-03-26,Вясновыя вакацыі,School,National
BY,2023-06-01,Летнія вакацыі,School,National
BY,2023-10-29,Восеньскія вакацыі,School,National
BY,2023-12-24,Зімовыя вакацыі,School,National
BY,2024-03-24,Вясновыя вакацыі,School,National
BY,2024-06-01,Летнія вакацыі,School,National
BY,2024-10-27,Восеньскія вакацыі,School,National
BY,2024-12-25,Зімовыя вакацыі,School,National
CH,2022-01-01,Neujahrstag,Public,National
CH,2022-01-02,Berchtoldstag,Public,VD
CH,2022-01-06,Dreikönigstag,Public,UR
CH,2022-01-17,Antoniustag,Public,SO-TH-AD
CH,2022-01-21,Meinradstag,Public,SZ-ES
CH,2022-02-02,Mariä Lichtmess,Public,SZ-SZ-UB
CH,2022-02-05,Agathatag,Public,SZ-SZ-SA
CH,2022-03-01,Jahrestag der Ausrufung der Republik,Public,NE
CH,2022-03-19,Josephstag,Public,NW
CH,2022-03-21,Heiliger Benedikt,Public,OW-EN
CH,2022-04-07,Näfelser Fahrt,Public,GL
CH,2022-04-15,Karfreitag,Public,VD
CH,2022-04-18,Ostermontag,Public,VD
CH,2022-04-25,Sechseläuten,Public,ZH-ZH-ZH
CH,2022-05-01,Heiliger Sigismund,Public,SZ-SZ-MU
CH,2022-05-01,Tag der Arbeit,Public,TG
CH,2022-05-01,Tag der Arbeit,Public,SO-SO
CH,2022-05-26,Auffahrt,Public,National
CH,2022-06-06,Pfingstmontag,Public,VD
CH,2022-06-16,Fronleichnam,Public,AG-MU
CH,2022-06-23,Fest der Unabhängigkeit,Public,JU
CH,2022-06-29,Peter und Paul,Public,TI
CH,2022-08-01,Bundesfeiertag,Public,National
CH,2022-08-15,Mariä Himmelfahrt,Public,AG-MU
CH,2022-09-08,Genfer Bettag,Public,GE
CH,2022-09-12,Knabenschiessen,Public,ZH-ZH-ZH
CH,2022-09-14,Engelweihe,Public,SZ-ES
CH,2022-09-18,"Eidgenössischer Dank-, Buss- und Bettag",Public,VD
CH,2022-09-22,Mauritiustag,Public,AI-AP
CH,2022-09-25,Bruder-Klausen-Fest,Public,OW
CH,2022-10-16,Gallustag,Public,SZ-SZ-MO
CH,2022-11-01,Allerheiligen,Public,AG-MU
CH,2022-11-11,Martinstag,Public,SZ-SZ-SZ
CH,2022-12-08,Mariä Empfängnis,Public,AG-MU
CH,2022-12-25,Weihnachten,Public,National
CH,2022-12-26,Stephanstag,Public,TG
CH,2022-12-31,Wiederherstellung der Republik,Public,GE
CH,2023-01-01,Neujahrstag,Public,National
CH,2023-01-02,Berchtoldstag,Public,VD
CH,2023-01-06,Dreikönigstag,Public,UR
CH,2023-01-17,Antoniustag,Public,SO-TH-AD
CH,2023-01-21,Meinradstag,Public,SZ-ES
CH,2023-02-02,Mariä Lichtmess,Public,SZ-SZ-UB
CH,2023-02-05,Agathatag,Public,SZ-SZ-SA
CH,2023-03-01,Jahrestag der Ausrufung der Republik,Public,NE
CH,2023-03-19,Josephstag,Public,NW
CH,2023-03-21,Heiliger Benedikt,Public,OW-EN
CH,2023-04-07,Karfreitag,Public,VD
CH,2023-04-10,Ostermontag,Public,VD
CH,2023-04-13,Näfelser Fahrt,Public,GL
CH,2023-04-17,Sechseläuten,Public,ZH-ZH-ZH
CH,2023-05-01,Tag der Arbeit,Public,SO-SO
CH,2023-05-01,Tag der Arbeit,Public,TG
CH,2023-05-01,Heiliger Sigismund,Public,SZ-SZ-MU
CH,2023-05-18,Auffahrt,Public,National
CH,2023-05-29,Pfingstmontag,Public,VD
CH,2023-06-08,Fronleichnam,Public,AG-MU
CH,2023-06-23,Fest der Unabhängigkeit,Public,JU
CH,2023-06-29,Peter und Paul,Public,TI
CH,2023-08-01,Bundesfeiertag,Public,National
CH,2023-08-15,Mariä Himmelfahrt,Public,AG-MU
CH,2023-09-07,Genfer Bettag,Public,GE
CH,2023-09-11,Knabenschiessen,Public,ZH-ZH-ZH
CH,2023-09-14,Engelweihe,Public,SZ-ES
CH,2023-09-17,"Eidgenössischer Dank-, Buss- und Bettag",Public,VD
CH,2023-09-22,Mauritiustag,Public,AI-AP
CH,2023-09-25,Bruder-Klausen-Fest,Public,OW
CH,2023-10-16,Gallustag,Public,SZ-SZ-MO
CH,2023-11-01,Allerheiligen,Public,AG-MU
CH,2023-11-11,Martinstag,Public,SZ-SZ-SZ
CH,2023-12-08,Mariä Empfängnis,Public,AG-MU
CH,2023-12-25,Weihnachten,Public,National
CH,2023-12-26,Stephanstag,Public,TG
CH,2023-12-31,Wiederherstellung der Republik,Public,GE
CH,2024-01-01,Neujahrstag,Public,National
CH,2024-01-02,Berchtoldstag,Public,VD
CH,2024-01-06,Dreikönigstag,Public,UR
CH,2024-01-17,Antoniustag,Public,SO-TH-AD
CH,2024-01-21,Meinradstag,Public,SZ-ES
CH,2024-02-02,Mariä Lichtmess,Public,SZ-SZ-UB
CH,2024-02-05,Agathatag,Public,SZ-SZ-SA
CH,2024-03-01,Jahrestag der Ausrufung der Republik,Public,NE
CH,2024-03-19,Josephstag,Public,NW
CH,2024-03-21,Heiliger Benedikt,Public,OW-EN
CH,2024-03-29,Karfreitag,Public,VD
CH,2024-04-01,Ostermontag,Public,VD
CH,2024-04-04,Näfelser Fahrt,Public,GL
CH,2024-04-15,Sechseläuten,Public,ZH-ZH-ZH
CH,2024-05-01,Tag der Arbeit,Public,TG
CH,2024-05-01,Heiliger Sigismund,Public,SZ-SZ-MU
CH,2024-05-01,Tag der Arbeit,Public,SO-SO
CH,2024-05-09,Auffahrt,Public,National
CH,2024-05-20,Pfingstmontag,Public,VD
CH,2024-05-30,Fronleichnam,Public,AG-MU
CH,2024-06-23,Fest der Unabhängigkeit,Public,JU
CH,2024-06-29,Peter und Paul,Public,TI
CH,2024-08-01,Bundesfeiertag,Public,National
CH,2024-08-15,Mariä Himmelfahrt,Public,AG-MU
CH,2024-09-05,Genfer Bettag,Public,GE
CH,2024-09-09,Knabenschiessen,Public,ZH-ZH-ZH
CH,2024-09-14,Engelweihe,Public,SZ-ES
CH,2024-09-15,"Eidgenössischer Dank-, Buss- und Bettag",Public,VD
CH,2024-09-22,Mauritiustag,Public,AI-AP
CH,2024-09-25,Bruder-Klausen-Fest,Public,OW
CH,2024-10-16,Gallustag,Public,SZ-SZ-MO
CH,2024-11-01,Allerheiligen,Public,AG-MU
CH,2024-11-11,Martinstag,Public,SZ-SZ-SZ
CH,2024-12-08,Mariä Empfängnis,Public,AG-MU
CH,2024-12-25,Weihnachten,Public,National
CH,2024-12-26,Stephanstag,Public,TG
CH,2024-12-31,Wiederherstellung der Republik,Public,GE
CH,2021-12-18,Winter,School,AI
CH,2021-12-18,Winter,School,NW
CH,2021-12-18,Weihnachtsferien,School,BL
CH,2021-12-18,Winter,School,LU
CH,2021-12-18,Winter,School,TG
CH,2021-12-18,Winter,School,ZH
CH,2021-12-18,Winter,School,SG
CH,2021-12-18,Weihnachtsferien,School,BS
CH,2021-12-23,Winter,School,ZG
CH,2021-12-24,Winter,School,TI
CH,2021-12-24,Winter,School,FR
CH,2021-12-24,Winter,School,SH
CH,2021-12-24,Winter,School,GL
CH,2021-12-24,Winter,School,AG
CH,2021-12-24,Winter,School,VS
CH,2021-12-24,Winter,School,FR
CH,2021-12-24,Winter,School,SZ
CH,2021-12-24,Vacances de Noël,School,JU
CH,2021-12-24,Winter,School,VS
CH,2021-12-24,Winter,School,AR
CH,2021-12-24,Winter,School,OW
CH,2021-12-24,Winter,School,VD
CH,2021-12-24,Winter,School,UR
CH,2021-12-24,Winter,School,BE
CH,2021-12-24,Winter,School,NE
CH,2021-12-24,Winter,School,GE
CH,2021-12-25,Winter,School,BE
CH,2021-12-27,Weihnachtsferien,School,SO
CH,2022-01-29,Sport,School,SH
CH,2022-01-29,Sport,School,GL
CH,2022-01-29,Sport,School,TG
CH,2022-02-05,Sport,School,ZG
CH,2022-02-07,Winterferien,School,SO
CH,2022-02-12,Sport,School,GE
CH,2022-02-19,Sport,School,UR
CH,2022-02-19,Sport,School,OW
CH,2022-02-19,Sport,School,NW
CH,2022-02-19,Sport,School,LU
CH,2022-02-19,Sport,School,VD
CH,2022-02-21,Semaine de relâche hivernale,School,JU
CH,2022-02-25,Sport,School,AI
CH,2022-02-26,Sport,School,SZ
CH,2022-02-26,Sport,School,VS
