country,date,name,type,subdivision
DE,2022-04-17,Ostersonntag,Public,BB
DE,2022-04-18,Ostermontag,Public,National
DE,2022-05-01,Tag der Arbeit,Public,National
DE,2022-05-26,Christi Himmelfahrt,Public,National
DE,2022-06-05,Pfingstsonntag,Public,BB
DE,2022-06-06,Pfingstmontag,Public,National
DE,2022-06-16,Fronleichnam,Public,NW
DE,2022-08-08,Friedensfest,Public,BY-AU
DE,2022-08-15,Mariä Himmelfahrt,Public,SL
DE,2022-09-20,Weltkindertag,Public,TH
DE,2022-10-03,Tag der Deutschen Einheit,Public,National
DE,2022-10-31,Reformationstag,Public,HH
DE,2022-11-01,Allerheiligen,Public,NW
DE,2022-11-16,Buß- und Bettag,Public,SN
DE,2022-12-25,1. Weihnachtsfeiertag,Public,National
DE,2022-12-26,2. Weihnachtsfeiertag,Public,National
DE,2023-01-01,Neujahr,Public,National
DE,2023-01-06,Heilige Drei Könige,Public,BY
DE,2023-03-08,Internationaler Frauentag,Public,BE
DE,2023-04-07,Karfreitag,Public,National
DE,2023-04-09,Ostersonntag,Public,BB
DE,2023-04-10,Ostermontag,Public,National
DE,2023-05-01,Tag der Arbeit,Public,National
DE,2023-05-18,Christi Himmelfahrt,Public,National
DE,2023-05-28,Pfingstsonntag,Public,BB
DE,2023-05-29,Pfingstmontag,Public,National
DE,2023-06-08,Fronleichnam,Public,NW
DE,2023-08-08,Friedensfest,Public,BY-AU
DE,2023-08-15,Mariä Himmelfahrt,Public,SL
DE,2023-09-20,Weltkindertag,Public,TH
DE,2023-10-03,Tag der Deutschen Einheit,Public,National
DE,2023-10-31,Reformationstag,Public,HH
DE,2023-11-01,Allerheiligen,Public,NW
DE,2023-11-22,Buß- und Bettag,Public,SN
DE,2023-12-25,1. Weihnachtsfeiertag,Public,National
DE,2023-12-26,2. Weihnachtsfeiertag,Public,National
DE,2024-01-01,Neujahr,Public,National
DE,2024-01-06,Heilige Drei Könige,Public,BY
DE,2024-03-08,Internationaler Frauentag,Public,BE
DE,2024-03-29,Karfreitag,Public,National
DE,2024-03-31,Ostersonntag,Public,BB
DE,2024-04-01,Ostermontag,Public,National
DE,2024-05-01,Tag der Arbeit,Public,National
DE,2024-05-09,Christi Himmelfahrt,Public,National
DE,2024-05-19,Pfingstsonntag,Public,BB
DE,2024-05-20,Pfingstmontag,Public,National
DE,2024-05-30,Fronleichnam,Public,NW
DE,2024-08-08,Friedensfest,Public,BY-AU
DE,2024-08-15,Mariä Himmelfahrt,Public,SL
DE,2024-09-20,Weltkindertag,Public,TH
DE,2024-10-03,Tag der Deutschen Einheit,Public,National
DE,2024-10-31,Reformationstag,Public,HH
DE,2024-11-01,Allerheiligen,Public,NW
DE,2024-11-20,Buß- und Bettag,Public,SN
DE,2024-12-25,1. Weihnachtsfeiertag,Public,National
DE,2024-12-26,2. Weihnachtsfeiertag,Public,National
DE,2021-12-22,Weihnachtsferien,School,MV-BBS
DE,2021-12-22,Weihnachtsferien,School,ST
DE,2021-12-23,Weihnachtsferien,School,HE
DE,2021-12-23,Weihnachtsferien,School,SN
DE,2021-12-23,Weihnachtsferien,School,HH
DE,2021-12-23,Weihnachtsferien,School,HB
DE,2021-12-23,Weihnachtsferien,School,NI
DE,2021-12-23,Weihnachtsferien,School,BW
DE,2021-12-23,Weihnachtsferien,School,SL
DE,2021-12-23,Weihnachtsferien,School,SH
DE,2021-12-24,Weihnachtsferien,School,NW
DE,2021-12-24,Weihnachtsferien,School,BY
DE,2022-01-28,Halbjahrespause,School,HH
DE,2022-01-30,Winterferien,School,BE
DE,2022-01-31,Winterferien,School,BB
DE,2022-01-31,Halbjahresferien,School,NI
DE,2022-01-31,Halbjahresferien,School,HB
DE,2022-02-05,Winterferien,School,MV-BBS
DE,2022-02-05,Winterferien,School,MV-ABS
DE,2022-02-12,Winterferien,School,SN
DE,2022-02-12,Winterferien,School,TH
DE,2022-02-12,Winterferien,School,ST
DE,2022-02-18,Schulfrei,School,MV-ABS
DE,2022-02-21,Winterferien,School,RP
DE,2022-02-21,Fastnachtsferien,School,SL
DE,2022-02-28,Frühjahrsferien,School,BY
DE,2022-03-07,Frühjahrsferien,School,HH
DE,2022-04-04,Osterferien,School,SH
DE,2022-04-04,Osterferien,School,HB
DE,2022-04-04,Osterferien,School,NI
DE,2022-04-11,Osterferien,School,TH
DE,2022-04-11,Osterferien,School,NW
DE,2022-04-11,Osterferien,School,MV-BBS
DE,2022-04-11,Osterferien,School,HE
DE,2022-04-11,Osterferien,School,BB
DE,2022-04-11,Osterferien,School,BY
DE,2022-04-11,Osterferien,School,ST
DE,2022-04-11,Osterferien,School,MV-ABS
DE,2022-04-11,Osterferien,School,BE
DE,2022-04-13,Osterferien,School,RP
DE,2022-04-14,Osterferien,School,SL
DE,2022-04-15,Osterferien,School,SN
DE,2022-04-19,Osterferien,School,BW
DE,2022-05-23,Pfingstferien,School,ST
DE,2022-05-23,Pfingstferien,School,HH
DE,2022-05-27,Himmelfahrt,School,SH
DE,2022-05-27,Zusätzlicher Ferientag,School,MV-ABS
DE,2022-05-27,Schulfreier Tag,School,TH
DE,2022-05-27,Unterrichtsfreier Tag,School,BE
DE,2022-05-27,Unterrichtsfreier Tag,School,SN
DE,2022-05-27,Zusätzlicher Ferientag,School,MV-BBS
DE,2022-05-27,Tag nach Himmelfahrt,School,NI
DE,2022-05-27,Tag nach Himmelfahrt,School,HB
DE,2022-05-27,Variabler Ferientag,School,BB
DE,2022-06-03,Pfingstferien,School,MV-ABS
DE,2022-06-07,Pfingstferien,School,SL
DE,2022-06-07,Pfingstferien,School,BE
DE,2022-06-07,Pfingstferien,School,BW
DE,2022-06-07,Pfingstferien,School,BY
DE,2022-06-07,Pfingstferien,School,NI
DE,2022-06-07,Pfingstferien,School,HB
DE,2022-06-27,Sommerferien,School,NW
DE,2022-07-04,Sommerferien,School,SH
DE,2022-07-04,Sommerferien,School,MV-ABS
DE,2022-07-07,Sommerferien,School,BE
DE,2022-07-07,Sommerferien,School,HH
DE,2022-07-07,Sommerferien,School,BB
DE,2022-07-11,Sommerferien,School,MV-BBS
DE,2022-07-14,Sommerferien,School,NI
DE,2022-07-14,Sommerferien,School,ST
DE,2022-07-14,Sommerferien,School,HB
DE,2022-07-18,Sommerferien,School,SN
DE,2022-07-18,Sommerferien,School,TH
DE,2022-07-25,Sommerferien,School,RP
DE,2022-07-25,Sommerferien,School,SL
DE,2022-07-25,Sommerferien,School,HE
DE,2022-07-28,Sommerferien,School,BW
DE,2022-08-01,Sommerferien,School,BY
DE,2022-10-04,Herbstferien,School,NW
DE,2022-10-10,Herbstferien,School,MV-ABS
DE,2022-10-10,Herbstferien,School,MV-BBS
DE,2022-10-10,Herbstferien,School,SH
DE,2022-10-10,Herbstferien,School,HH
DE,2022-10-17,Herbstferien,School,HB
DE,2022-10-17,Herbstferien,School,TH
DE,2022-10-17,Herbstferien,School,NI
DE,2022-10-17,Herbstferien,School,SN
DE,2022-10-17,Herbstferien,School,RP
DE,2022-10-24,Herbstferien,School,BE
DE,2022-10-24,Herbstferien,School,HE
DE,2022-10-24,Herbstferien,School,ST
DE,2022-10-24,Herbstferien,School,BB
DE,2022-10-24,Herbstferien,School,SL
DE,2022-10-28,Zusätzlicher Ferientag,School,MV-BBS
DE,2022-10-31,Herbstferien,School,BY
DE,2022-11-01,Zusätzlicher Ferientag,School,MV-ABS
DE,2022-11-02,Zusätzlicher Ferientag,School,MV-ABS
DE,2022-11-02,Herbstferien,School,BW
DE,2022-11-16,Buß- und Bettag,School,BY
DE,2022-12-21,Weihnachtsferien,School,ST
DE,2022-12-21,Weihnachtsferien,School,BW
DE,2022-12-22,Weihnachtsferien,School,TH
DE,2022-12-22,Weihnachtsferien,School,SN
DE,2022-12-22,Weihnachtsferien,School,SL
DE,2022-12-22,Weihnachtsferien,School,MV-ABS
DE,2022-12-22,Weihnachtsferien,School,BB
DE,2022-12-22,Weihnachtsferien,School,HE
DE,2022-12-22,Weihnachtsferien,School,BE
DE,2022-12-23,Weihnachtsferien,School,NW
DE,2022-12-23,Weihnachtsferien,School,HH
DE,2022-12-23,Weihnachtsferien,School,NI
DE,2022-12-23,Weihnachtsferien,School,HB
DE,2022-12-23,Weihnachtsferien,School,SH
DE,2022-12-23,Weihnachtsferien,School,RP
DE,2022-12-24,Weihnachtsferien,School,BY
DE,2023-01-27,Halbjahrespause,School,HH
DE,2023-01-30,Halbjahresferien,School,NI
DE,2023-01-30,Winterferien,School,BB
DE,2023-01-30,Halbjahresferien,School,HB
DE,2023-01-30,Winterferien,School,BE
DE,2023-02-06,Winterferien,School,MV-ABS
DE,2023-02-06,Winterferien,School,ST
DE,2023-02-06,Winterferien,School,MV-BBS
DE,2023-02-13,Winterferien,School,SN
DE,2023-02-13,Winterferien,School,TH
DE,2023-02-20,Fastnachtsferien,School,SL
DE,2023-02-20,Frühjahrsferien,School,BY
DE,2023-03-06,Frühjahrsferien,School,HH
DE,2023-03-27,Osterferien,School,NI
DE,2023-03-27,Osterferien,School,HB
DE,2023-04-03,Osterferien,School,TH
DE,2023-04-03,Osterferien,School,MV-ABS
DE,2023-04-03,Osterferien,School,SL
DE,2023-04-03,Osterferien,School,MV-BBS
DE,2023-04-03,Osterferien,School,NW
DE,2023-04-03,Osterferien,School,BE
DE,2023-04-03,Osterferien,School,BY
DE,2023-04-03,Osterferien,School,BB
DE,2023-04-03,Osterferien,School,RP
DE,2023-04-03,Osterferien,School,ST
DE,2023-04-03,Osterferien,School,HE
DE,2023-04-06,Osterferien,School,SH
DE,2023-04-07,Osterferien,School,SN
DE,2023-04-11,Osterferien,School,BW
DE,2023-05-15,Pfingstferien,School,ST
DE,2023-05-15,Pfingstferien,School,HH
DE,2023-05-19,Variabler Ferientag,School,BB
DE,2023-05-19,Tag nach Himmelfahrt,School,HB
DE,2023-05-19,Unterrichtsfreier Tag,School,BE
DE,2023-05-19,Schulfreier Tag,School,TH
DE,2023-05-19,Zusätzlicher Ferientag,School,MV-ABS
DE,2023-05-19,Zusätzlicher Ferientag,School,MV-BBS
DE,2023-05-19,Unterrichtsfreier Tag,School,SN
DE,2023-05-19,Tag nach Himmelfahrt,School,NI
DE,2023-05-19,Himmelfahrt,School,SH
DE,2023-05-26,Pfingstferien,School,MV-ABS
DE,2023-05-26,Zusätzlicher Ferientag,School,MV-BBS
DE,2023-05-30,Pfingstferien,School,BY
DE,2023-05-30,Pfingstferien,School,HB
DE,2023-05-30,Pfingstferien,School,BW
DE,2023-05-30,Pfingstferien,School,NI
DE,2023-05-30,Pfingstferien,School,SL
DE,2023-05-30,Pfingstferien,School,NW
DE,2023-05-30,Pfingstferien,School,BE
DE,2023-05-30,Pfingstferien,School,RP
DE,2023-06-22,Sommerferien,School,NW
DE,2023-07-06,Sommerferien,School,NI
DE,2023-07-06,Sommerferien,School,ST
DE,2023-07-06,Sommerferien,School,HB
DE,2023-07-10,Sommerferien,School,SN
DE,2023-07-10,Sommerferien,School,TH
DE,2023-07-13,Sommerferien,School,BE
DE,2023-07-13,Sommerferien,School,HH
DE,2023-07-13,Sommerferien,School,BB
DE,2023-07-17,Sommerferien,School,MV-BBS
DE,2023-07-17,Sommerferien,School,SH
DE,2023-07-17,Sommerferien,School,MV-ABS
DE,2023-07-24,Sommerferien,School,HE
DE,2023-07-24,Sommerferien,School,RP
DE,2023-07-24,Sommerferien,School,SL
DE,2023-07-27,Sommerferien,School,BW
DE,2023-07-31,Sommerferien,School,BY
DE,2023-10-02,Variabler Ferientag,School,BB
DE,2023-10-02,Brückentag,School,HH
DE,2023-10-02,Tag vor dem 3. Oktober,School,HB
DE,2023-10-02,Unterrichtsfreier Tag,School,BE
DE,2023-10-02,Zusätzlicher Ferientag,School,MV-BBS
DE,2023-10-02,Tag vor dem 3. Oktober,School,NI
DE,2023-10-02,Herbstferien,School,NW
DE,2023-10-02,Herbstferien,School,TH
DE,2023-10-02,Ferientag,School,ST
DE,2023-10-02,Herbstferien,School,SN
DE,2023-10-09,Herbstferien,School,MV-ABS
DE,2023-10-16,Herbstferien,School,RP
DE,2023-10-16,Herbstferien,School,SH
DE,2023-10-16,Herbstferien,School,HH
DE,2023-10-16,Herbstferien,School,NI
DE,2023-10-16,Herbstferien,School,ST
DE,2023-10-16,Herbstferien,School,HB
DE,2023-10-23,Herbstferien,School,SL
DE,2023-10-23,Herbstferien,School,BB
DE,2023-10-23,Herbstferien,School,HE
DE,2023-10-23,Herbstferien,School,BE
DE,2023-10-30,Zusätzlicher Ferientag,School,MV-ABS
DE,2023-10-30,Herbstferien,School,BW
DE,2023-10-30,Unterrichtsfreier Tag,School,SN
DE,2023-10-30,Zusätzlicher Ferientag,School,MV-BBS
DE,2023-10-30,Herbstferien,School,BY
DE,2023-11-01,Zusätzlicher Ferientag,School,MV-ABS
DE,2023-11-22,Buß- und Bettag,School,BY
DE,2023-12-21,Weihnachtsferien,School,MV-ABS
DE,2023-12-21,Weihnachtsferien,School,NW
DE,2023-12-21,Weihnachtsferien,School,SL
DE,2023-12-21,Weihnachtsferien,School,ST
DE,2023-12-22,Weihnachtsferien,School,TH
DE,2023-12-22,Weihnachtsferien,School,HH
DE,2023-12-23,Weihnachtsferien,School,HB
DE,2023-12-23,Weihnachtsferien,School,SN
DE,2023-12-23,Weihnachtsferien,School,BB
DE,2023-12-23,Weihnachtsferien,School,BW
DE,2023-12-23,Weihnachtsferien,School,BE
DE,2023-12-23,Weihnachtsferien,School,BY
DE,2023-12-27,Weihnachtsferien,School,NI
DE,2023-12-27,Weihnachtsferien,School,SH
DE,2023-12-27,Weihnachtsferien,School,HE
DE,2023-12-27,Weihnachtsferien,School,RP
DE,2024-02-01,Halbjahresferien,School,HB
DE,2024-02-01,Halbjahresferien,School,NI
DE,2024-02-02,Halbjahrespause,School,HH
DE,2024-02-05,Winterferien,School,BE
DE,2024-02-05,Winterferien,School,MV-ABS
DE,2024-02-05,Winterferien,School,ST
DE,2024-02-05,Winterferien,School,BB
DE,2024-02-05,Winterferien,School,MV-BBS
DE,2024-02-12,Fastnachtsferien,School,SL
DE,2024-02-12,Winterferien,School,SN
DE,2024-02-12,Winterferien,School,TH
DE,2024-02-12,Frühjahrsferien,School,BY
DE,2024-03-18,Osterferien,School,NI
DE,2024-03-18,Frühjahrsferien,School,HH
DE,2024-03-18,Osterferien,School,HB
DE,2024-03-23,Osterferien,School,BW
DE,2024-03-25,Osterferien,School,ST
DE,2024-03-25,Osterferien,School,RP
DE,2024-03-25,Osterferien,School,SL
DE,2024-03-25,Osterferien,School,BE
DE,2024-03-25,Osterferien,School,BY
DE,2024-03-25,Osterferien,School,MV-BBS
DE,2024-03-25,Osterferien,School,HE
DE,2024-03-25,Osterferien,School,NW
DE,2024-03-25,Osterferien,School,BB
DE,2024-03-25,Osterferien,School,MV-ABS
DE,2024-03-25,Osterferien,School,TH
DE,2024-03-28,Osterferien,School,SN
DE,2024-04-02,Osterferien,School,SH
DE,2024-05-10,Tag nach Himmelfahrt,School,NI
DE,2024-05-10,Brückentag,School,HH
DE,2024-05-10,Unterrichtsfreier Tag,School,SN
DE,2024-05-10,Unterrichtsfreier Tag,School,BE
DE,2024-05-10,Schulfreier Tag,School,TH
DE,2024-05-10,Tag nach Himmelfahrt,School,HB
DE,2024-05-10,Himmelfahrt,School,SH
DE,2024-05-10,Zusätzlicher Ferientag,School,MV-ABS
DE,2024-05-10,Variabler Ferientag,School,BB
DE,2024-05-10,Zusätzlicher Ferientag,School,MV-BBS
DE,2024-05-17,Pfingstferien,School,MV-ABS
DE,2024-05-18,Pfingstferien,School,SN
DE,2024-05-21,Pfingstferien,School,BW
DE,2024-05-21,Pfingstferien,School,ST
DE,2024-05-21,Pfingstferien,School,HB
DE,2024-05-21,Pfingstferien,School,NW
DE,2024-05-21,Pfingstferien,School,NI
DE,2024-05-21,Pfingstferien,School,RP
DE,2024-05-21,Pfingstferien,School,HH
DE,2024-05-21,Pfingstferien,School,BY
DE,2024-05-21,Pfingstferien,School,SL
DE,2024-06-20,Sommerferien,School,SN
DE,2024-06-20,Sommerferien,School,TH
DE,2024-06-24,Sommerferien,School,HB
DE,2024-06-24,Sommerferien,School,ST
DE,2024-06-24,Sommerferien,School,NI
DE,2024-07-08,Sommerferien,School,NW
DE,2024-07-15,Sommerferien,School,MV-BBS
DE,2024-07-15,Sommerferien,School,HE
DE,2024-07-15,Sommerferien,School,SL
DE,2024-07-15,Sommerferien,School,RP
DE,2024-07-18,Sommerferien,School,BB
DE,2024-07-18,Sommerferien,School,BE
DE,2024-07-18,Sommerferien,School,HH
DE,2024-07-22,Sommerferien,School,MV-ABS
DE,2024-07-22,Sommerferien,School,SH
DE,2024-07-25,Sommerferien,School,BW
DE,2024-07-29,Sommerferien,School,BY
DE,2024-09-30,Herbstferien,School,ST
DE,2024-09-30,Herbstferien,School,TH
DE,2024-10-04,Zusätzlicher Ferientag,School,MV-ABS
DE,2024-10-04,Unterrichtsfreier Tag,School,BE
DE,2024-10-04,Zusätzlicher Ferientag,School,MV-BBS
DE,2024-10-04,Herbstferien,School,NI
DE,2024-10-04,Herbstferien,School,HB
DE,2024-10-04,Brückentag,School,HH
DE,2024-10-04,Variabler Ferientag,School,BB
DE,2024-10-07,Herbstferien,School,SN
DE,2024-10-14,Herbstferien,School,HE
DE,2024-10-14,Herbstferien,School,RP
DE,2024-10-14,Herbstferien,School,SL
DE,2024-10-14,Herbstferien,School,NW
DE,2024-10-21,Herbstferien,School,SH
DE,2024-10-21,Herbstferien,School,BE
DE,2024-10-21,Herbstferien,School,HH
DE,2024-10-21,Herbstferien,School,MV-ABS
DE,2024-10-21,Herbstferien,School,BB
DE,2024-10-28,Herbstferien,School,BY
DE,2024-10-28,Herbstferien,School,BW
DE,2024-11-01,Ferientag,School,ST
DE,2024-11-01,Tag nach dem Reformationstag,School,HB
DE,2024-11-01,Zusätzlicher Ferientag,School,MV-BBS
DE,2024-11-01,Zusätzlicher Ferientag,School,MV-ABS
DE,2024-11-01,Tag nach dem Reformationstag,School,NI
DE,2024-11-20,Buß- und Bettag,School,BY
DE,2024-12-19,Weihnachtsferien,School,SH
DE,2024-12-20,Weihnachtsferien,School,HH
DE,2024-12-23,Weihnachtsferien,School,SL
DE,2024-12-23,Weihnachtsferien,School,BB
DE,2024-12-23,Weihnachtsferien,School,RP
DE,2024-12-23,Weihnachtsferien,School,NW
DE,2024-12-23,Weihnachtsferien,School,BE
DE,2024-12-23,Weihnachtsferien,School,MV-BBS
DE,2024-12-23,Weihnachtsferien,School,MV-ABS
DE,2024-12-23,Weihnachtsferien,School,TH
DE,2024-12-23,Weihnachtsferien,School,HB
DE,2024-12-23,Weihnachtsferien,School,SN
DE,2024-12-23,Weihnachtsferien,School,HE
DE,2024-12-23,Weihnachtsferien,School,NI
DE,2024-12-23,Weihnachtsferien,School,BW
DE,2024-12-23,Weihnachtsferien,School,ST
DE,2024-12-23,Weihnachtsferien,School,BY
EE,2022-01-01,uusaasta,Public,National
EE,2022-02-24,iseseisvuspäev,Public,National
EE,2022-03-15,suur reede,Public,National
EE,2022-03-17,ülestõusmispühade 1. püha,Public,National
EE,2022-05-01,kevadpüha,Public,National
EE,2022-06-05,nelipühade 1. püha,Public,National
EE,2022-06-23,võidupüha,Public,National
EE,2022-06-24,jaanipäev,Public,National
EE,2022-08-20,taasiseseisvumispäev,Public,National
EE,2022-12-24,jõululaupäev,Public,National
EE,2022-12-25,esimene jõulupüha,Public,National
EE,2022-12-26,teine jõulupüha,Public,National
EE,2023-01-01,uusaasta,Public,National
EE,2023-02-24,iseseisvuspäev,Public,National
EE,2023-04-07,suur reede,Public,National
EE,2023-04-09,ülestõusmispühade 1. püha,Public,National
EE,2023-05-01,kevadpüha,Public,National
EE,2023-05-28,nelipühade 1. püha,Public,National
EE,2023-06-23,võidupüha,Public,National
EE,2023-06-24,jaanipäev,Public,National
EE,2023-08-20,taasiseseisvumispäev,Public,National
EE,2023-12-24,jõululaupäev,Public,National
EE,2023-12-25,esimene jõulupüha,Public,National
EE,2023-12-26,teine jõulupüha,Public,National
EE,2024-01-01,uusaasta,Public,National
EE,2024-02-24,iseseisvuspäev,Public,National
EE,2024-03-29,suur reede,Public,National
EE,2024-03-31,ülestõusmispühade 1. püha,Public,National
EE,2024-05-01,kevadpüha,Public,National
EE,2024-05-19,nelipühade 1. püha,Public,National
EE,2024-06-23,võidupüha,Public,National
EE,2024-06-24,jaanipäev,Public,National
EE,2024-08-20,taasiseseisvumispäev,Public,National
EE,2024-12-24,jõululaupäev,Public,National
EE,2024-12-25,esimene jõulupüha,Public,National
EE,2024-12-26,teine jõulupüha,Public,National
EE,2021-12-23,jõulupühad,School,National
EE,2022-02-28,talvepuhkus,School,National
EE,2022-04-25,kevadpühad,School,National
EE,2022-06-14,suvepuhkus,School,National
EE,2022-10-24,sügispuhkus,School,National
EE,2022-12-22,jõulupühad,School,National
EE,2023-02-27,talvepuhkus,School,National
EE,2023-04-24,kevadpühad,School,National
EE,2023-06-14,suvepuhkus,School,National
EE,2023-10-23,sügispuhkus,School,National
EE,2023-12-21,jõulupühad,School,National
EE,2024-02-26,talvepuhkus,School,National
EE,2024-04-22,kevadpühad,School,National
EE,2024-06-13,suvepuhkus,School,National
EE,2024-10-21,sügispuhkus,School,National
EE,2024-12-23,jõulupühad,School,National
ES,2022-01-01,Año Nuevo,Public,National
ES,2022-01-06,Epifanía del Señor,Public,National
ES,2022-02-02,Virgen de la Candelaria,Public,CN-SC-TE
ES,2022-02-28,Día de Andalucía,Public,AN
ES,2022-03-01,Día de las Illes Balears,Public,IB
ES,2022-03-19,Día de San José,Public,VC
ES,2022-04-14,Jueves Santo,Public,NC
ES,2022-04-15,Viernes Santo,Public,National
ES,2022-04-18,Lunes de Pascua,Public,NC
ES,2022-04-23,Día de Castilla y León,Public,CL
ES,2022-04-23,Día de Aragón,Public,AR
ES,2022-05-02,Lunes siguiente a la Fiesta del Trabajo,Public,AS
ES,2022-05-02,Día de la Comunidad de Madrid,Public,MD
ES,2022-05-03,Fiesta del fin del Ramadán (Eid al-Fitr),Public,ML
ES,2022-05-17,Día de las Letras Gallegas,Public,GA
ES,2022-05-30,Día de Canarias,Public,CN
ES,2022-05-31,Día de Castilla-La Mancha,Public,CM
ES,2022-06-06,Lunes de Pascua Granada,Public,CT
ES,2022-06-09,Día de la Región de Murcia,Public,MC
ES,2022-06-09,Día de La Rioja,Public,RI
ES,2022-06-13,San Antonio,Public,CE
ES,2022-06-16,Corpus Christi,Public,CM
ES,2022-06-24,San Juan,Public,CT
ES,2022-07-09,Fiesta del Sacrificio (Eid al-Adha),Public,CE
ES,2022-07-11,Fiesta del Sacrificio (Eid al-Adha),Public,ML
ES,2022-07-25,Santiago Apóstol,Public,NC
ES,2022-07-25,Día Nacional de Galicia,Public,GA
ES,2022-07-28,Día de las Instituciones de Cantabria,Public,CB
ES,2022-08-05,Nuestra Señora de África,Public,CE
ES,2022-08-05,Nuestra Señora de Las Nieves,Public,CN-SC-LP
ES,2022-08-15,Asunción de la Virgen,Public,National
ES,2022-09-02,Día de Ceuta,Public,CE
ES,2022-09-06,V Centenario Vuelta al Mundo,Public,PV
ES,2022-09-08,Día de Ntra. Sra. Virgen de la Victoria,Public,ML
ES,2022-09-08,Día de Estremadura,Public,EX
ES,2022-09-08,Día de Asturias,Public,AS
ES,2022-09-08,Nuestra Señora del Pino,Public,CN-LP-GC
ES,2022-09-15,Nuestra Señora de Los Volcanes,Public,CN-LP-LA
ES,2022-09-15,La Bien Aparecida,Public,CB
ES,2022-09-16,Nuestra Señora de la Peña,Public,CN-LP-FV
ES,2022-09-17,Día de Melilla,Public,ML
ES,2022-09-24,Nuestra Señora de Los Reyes,Public,CN-SC-EH
ES,2022-10-03,Nuestra Señora de Guadalupe,Public,CN-SC-LG
ES,2022-10-12,Fiesta Nacional de España,Public,National
ES,2022-11-01,Todos los Santos,Public,National
ES,2022-12-03,San Francisco Javier,Public,NC
ES,2022-12-06,Día de la Constitución Española,Public,National
ES,2022-12-08,Inmaculada Concepción,Public,National
ES,2022-12-26,San Esteban,Public,CT
ES,2022-12-26,Lunes siguiente a la Natividad del Señor,Public,NC
ES,2023-01-01,Lunes siguiente a Año Nuevo,Public,AS
ES,2023-01-06,Epifanía del Señor,Public,National
ES,2023-02-02,Virgen de la Candelaria,Public,CN-SC-TE
ES,2023-02-21,Martes de Carnaval,Public,EX
ES,2023-02-28,Día de Andalucía,Public,AN
ES,2023-03-01,Día de las Illes Balears,Public,IB
ES,2023-03-13,Estatuto de Autonomía de Melilla,Public,ML
ES,2023-03-20,Lunes siguiente a San José,Public,MD
ES,2023-04-06,Jueves Santo,Public,NC
ES,2023-04-07,Viernes Santo,Public,National
ES,2023-04-10,Lunes de Pascua,Public,NC
ES,2023-04-21,Fiesta del fin del Ramadán (Eid al-Fitr),Public,ML
ES,2023-04-24,Lunes siguiente a día de Aragón,Public,AR
ES,2023-05-01,Día del Trabajador,Public,National
ES,2023-05-02,Día de la Comunidad de Madrid,Public,MD
ES,2023-05-17,Día de las Letras Gallegas,Public,GA
ES,2023-05-30,Día de Canarias,Public,CN
ES,2023-05-31,Día de Castilla-La Mancha,Public,CM
ES,2023-06-08,Corpus Christi,Public,CM
ES,2023-06-09,Día de La Rioja,Public,RI
ES,2023-06-09,Día de la Región de Murcia,Public,MC
ES,2023-06-13,San Antonio,Public,CE
ES,2023-06-24,San Juan,Public,CT
ES,2023-06-29,Fiesta del Sacrificio (Eid al-Adha),Public,ML
ES,2023-07-25,Día Nacional de Galicia,Public,GA
ES,2023-07-25,Santiago Apóstol,Public,NC
ES,2023-07-28,Día de las Instituciones de Cantabria,Public,CB
ES,2023-08-05,Nuestra Señora de Las Nieves,Public,CN-SC-LP
ES,2023-08-05,Nuestra Señora de África,Public,CE
ES,2023-08-15,Asunción de la Virgen,Public,National
ES,2023-09-02,Día de Ceuta,Public,CE
ES,2023-09-08,Nuestra Señora del Pino,Public,CN-LP-GC
ES,2023-09-08,Día de Estremadura,Public,EX
ES,2023-09-08,Día de Asturias,Public,AS
ES,2023-09-11,Fiesta Nacional de Cataluña,Public,CT
ES,2023-09-15,La Bien Aparecida,Public,CB
ES,2023-09-15,Nuestra Señora de Los Volcanes,Public,CN-LP-LA
ES,2023-09-15,Nuestra Señora de la Peña,Public,CN-LP-FV
ES,2023-09-25,Nuestra Señora de Los Reyes,Public,CN-SC-EH
ES,2023-10-09,Nuestra Señora de Guadalupe,Public,CN-SC-LG
ES,2023-10-09,Día de la Comunitat Valenciana,Public,VC
ES,2023-10-12,Fiesta Nacional de España,Public,National
ES,2023-11-01,Todos los Santos,Public,National
ES,2023-12-03,San Francisco Javier,Public,NC
ES,2023-12-06,Día de la Constitución Española,Public,National
ES,2023-12-08,Inmaculada Concepción,Public,National
ES,2023-12-25,Navidad,Public,National
ES,2023-12-26,San Esteban,Public,CT
ES,2024-01-01,Año Nuevo,Public,National
ES,2024-01-06,Epifanía del Señor,Public,National
ES,2024-02-02,Virgen de la Candelaria,Public,CN-SC-TE
ES,2024-02-13,Martes de Carnaval,Public,EX
ES,2024-02-28,Día de Andalucía,Public,AN
ES,2024-03-01,Día de las Illes Balears,Public,IB
ES,2024-03-13,Estatuto de Autonomía de Melilla,Public,ML
ES,2024-03-19,Día de San José,Public,VC
ES,2024-03-28,Jueves Santo,Public,NC
ES,2024-03-29,Viernes Santo,Public,National
ES,2024-04-01,Lunes de Pascua,Public,NC
ES,2024-04-10,Fiesta del fin del Ramadán (Eid al-Fitr),Public,ML
ES,2024-04-23,Día de Castilla y León,Public,CL
ES,2024-04-23,Día de Aragón,Public,AR
ES,2024-05-01,Día del Trabajador,Public,National
ES,2024-05-02,Día de la Comunidad de Madrid,Public,MD
